stars,useful,funny,cool,text,word_count,char_count,exclamation_count,is_hazard
2.0,2,0,0,"We started with the artichoke dip, big mistake. It was cold and the chips were stale. Mentioned to our waitress, but nothing came of it. We ordered a large pizza, thin crust which after adding toppings it was a bit pricey for pizza. Pizza was ok, not great. Except for not being our advocate our server was good. I have been here before for Cardinals game, it was better then. Will try another venue next time.",76,410,0,0
5.0,3,1,1,"On a scale of one to things that are awesome, this place is the bomb. I was drawn in by the promise of the duckfat frenchfries. Took the boy for his birthday and put our name in, had a drink around the corner while we waited and were given seats at the bar after about 45 minutes. We were waited on by Keith, the bartender, who was congenial, knowledgeable about his whiskeys and an all-around cool guy. We started with 3 cape may salts (two for me, one for the boy) and tater tots, both of which made me happy. For dinner, I got Kentucky Fried Quail (stellar, though the succotash was not as exciting as I wanted it to be) and the boy got the 24$ Fois Gras burger, which was incredible. Worth every penny. The duckfat fries were pretty yummy, but not even the best part of the meal. I could've done without the cheese sauce, but as it was on the side I wasn't deterred. I look forward to coming back here, with everyone I know.",179,928,0,0
4.0,0,0,0,The cafe was extremely cute. We came at 8am and they even had a jazz band playing at that time. I got the breakfast sandwich and it was delicious. I loved how they rolled the egg and put the bacon pieces inside. Great price for a filling breakfast!,48,248,1,0
1.0,1,0,0,"If you want to pay for everything a la carte this is the place for you. Food wasn't terrible not impressive. They brought a basket of chips and some tomato sauce which I asked politely for something spicier and some pico de gallo. She brought them happily to me and the salsa was much better. When asked what we would like to drink I asked for a coke and she brought out a bottle which I stated I wanted the fountain drink. She said ""oh that's only Pepsi"". Never mentioned that they only had bottle drinks for coke. We ordered our food which was reasonably priced, asked for sour cream and also to put cheese on the taco. She let us know cheese was extra. It was $2.50 extra for another basket of chips. When I received the bill we paid more for the condiments then the actual food. Side of sour cream 2.00, pico de gallo 2.50, salsa 2.00, chips 2.50, cheese 1.00 and the bottled coke that we didn't want 5.00. Just a suggestion...when you order anything make sure to ask if there is an extra charge.",189,1000,0,0
2.0,2,3,0,"NEVER AGAIN. This is a so called restaurant that does nothing that a restaurant should other than prepare food, because the rest is done by the patron. Want water? Get up and go across the yard to get it. Want a drink, walk up a flight of stairs and pay cash. Want to sit in a dirty yard in dirty lawn chairs, enjoy yourself. The wait staff is mildy helpful in that they bring you your food after you go to the window and pay cash for it...kind of like New Orleans Hamburger and Seafood, but dirty and with live music (which is nice). It's a one in a lifetime experience for me...just once.",114,590,0,0
3.0,0,0,0,"In a word... ""OVERRATED!"". The food took forever to come out. The burger was WAY overcooked (Especially when I ordered it Medium Rare) and the Seafood Jumbalaya was Decent. Not worth the price. There are better places to eat in the french quarter. It was not horrible, but for everything that we had heard about this place, I would have expected much better.",63,358,1,0
5.0,0,0,0,"Stopped by after a Sunday morning walk in the park - great food, coffee customer service - love the vibe in here",22,112,0,0
4.0,0,0,0,"The only reason I didn't give this restaurant a 5 star rating, is because of one single pretentious waiter. As a 4 night guest at Hotel Palomar, the location of the restaurant is an obvious plus. The first night of my stay, I met a coworker in the restaurant for a cocktail. When we arrived, the host staff were busy and not available, so we just walked in. The restaurant was not too busy, so we just looked at a small table next to the bar and proceeded to take a seat. A waiter came by and I quickly asked if we could have a seat, before sitting down and told him we'd only be having cocktails. He stumbled on his reply, and in an irritated/in-convinced tone, told me ""I guess it would be fine"" and basically just kept walking mid sentence. My guest and I brushed it off, and started having a conversation while looking at the drink menu. To make a long story short, he was distant and we both got the ""couldn't be bothered"" vibe from him. When it came to the bill, we asked if it could be split due to company transaction policies, and you would have thought asked him for some inconceivable task. We basically spent the rest of our night and elevator ride to our room in shock of the rudeness we had just experienced. Although that situation left a bad taste in our mouth, and the night before we decided to avoid the restaurant, we decided to grab another cocktail and give this place one more try. After looking around and ensuring ""last nights waiter"" wasn't on shift, we walked over to the bar and started looking over the menu. Instantly, the bartender greeted us with pleasant small talk and made us feel 100% welcome. He asked about our day, recommended cocktails and was a completely genuine person. This guy (I think his name was Ben) is an absolute star! He gave us lessons on Whiskey, described how to make classic cocktails, and was 100% invested in our experience. This is exactly what a bartender at a 4/5 star establishment should be - actually he exceeds that. He was kind, funny, friendly and completely redeemed this restaurant/bar from our terrible experience the night before. I also ordered room service last night from this restaurant, and it was amazing. The bacon wrapped dates and chocolate cake are to die for! Great restaurant and amazing bartender(s). Too bad one bad egg could have spoiled this experience.",422,2340,2,0
2.0,1,1,0,"Straight to the point, it's cheap, it tastes and feels cheap The good: price, location, dessert (edible food items are: baked chicken, fried chicken, mashed potatoes, Salad bar lol, meat and cheese bar, ravioli, pizza) also our waitress was bomb af The meh: behind counter meat slicing station, shrimp (not even deveined), Mexican station The bad: breakfast -worst eggs ever, actually worst, eggs. Le Benedict can't even cut through ham or English muffin (tried on all 3 occasions), steak, shrimp again, hell breaded items can't even, don't even. Decor it's the 1970 nightmare you can imagine Tried 3 times and failed",101,617,0,0
4.0,0,0,0,Food was good- atmosphere/decor is like a fishing lodge- menu is someplace between outback & bonefish. Went on a Groupon & all 3 of our meals & calamari appetizer that we ordered were cooked perfectly- we will def be back.,40,222,0,0
5.0,0,0,0,Amazing biscuits and (fill in the blank). Great cocktails too. Highly recommended. A bit busy though.,16,101,0,0
5.0,0,0,0,"My boyfriend and I tried this deli for the first time today. I had a turkey, avocado & bacon panini and he ha a buffalo chicken wrap. We will definitely be returning. The wait for food wasn't too long, which is always appreciated during lunch hour. There was SO much to choose from. They have salads, soup, macaroni, sandwiches and hot food. I love a deli that has many options to choose from!",73,393,1,0
5.0,0,0,0,"What a great addition to the Funk Zone! Grab a bite, grab some tastings, life is good. Right next door to the Santa Barbara Wine Collective, in fact it actually shares the same tables. We had a fabulous savory croissant.",40,220,1,0
4.0,0,0,0,"After my ROTD yesterday of a different Sweet CeCe's location, I realized that I had never reviewed my local source! Anyway, I love the product. Love love love. And I usually like their selection of toppings - good mix between healthy and not-so-healthy. Sometimes the girls working there aren't really paying attention or are nowhere to be found. Sometimes you have to remind them of their deals (like $5 Friday). But I can't give it less than 4 stars because I just love it so much.",86,483,1,0
4.0,0,1,0,"Oh Chickie's and Pete's, you are the perfect place to watch some sports and indulge. No doubt this is not the best food I've ever had but, if you can get a seat, grab some beer with mussels red and crab fries, there's no way not to thoroughly enjoy this place during a game or any time you're down by the stadiums. My favs are the crab fries, mussels red (white is overloaded with garlic that I can't always take it), the spicy pull and peel shrimp, steamers, and if the mood is right the blue crabs (it's a lot of work but tasty). This place also makes getting down and dirty with your food easy. There are sinks all over so you can rinse the mess off your hands once you're done....good touch. To sum it up, Chickie's and Pete's is a Philadelphia institution and always a good time. I strongly suggest going at least once to enjoy the experience. Please note: Make sure to remember two things before coming during major sporting events. 1. You'll never get a table and 2. You'll deal with a ton of drunk people. I've absolutely been one of these people before and we can get annoying unless you're in the right frame of mind. :)",213,1130,0,0
